county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Los Angeles,5/26/20,1477,610,2087,23592,464,103,1449
Tulare,5/26/20,37,4,41,920,8,4,19
Yolo,5/26/20,1,0,1,186,0,0,5
Madera,5/26/20,1,4,5,528,0,0,22
Merced,5/26/20,6,3,9,242,4,1,5
San Mateo,5/26/20,45,9,54,1096,16,4,47
Napa,5/26/20,1,1,2,387,1,0,3
Tuolumne,5/26/20,0,1,1,151,0,1,0
Kings,5/26/20,24,3,27,199,8,2,2
Yuba,5/26/20,1,0,1,445,0,0,12
Solano,5/26/20,19,16,35,707,9,2,45
Imperial,5/26/20,69,8,77,210,22,0,10
San Benito,5/26/20,1,0,1,25,0,0,2
Ventura,5/26/20,34,28,62,1344,11,5,40
Sutter,5/26/20,0,0,0,14,0,0,
Glenn,5/26/20,0,0,0,47,0,0,
Siskiyou,5/26/20,0,0,0,65,0,0,7
Amador,5/26/20,0,0,0,51,0,0,3
Calaveras,5/26/20,0,0,0,50,0,0,11
Shasta,5/26/20,1,0,1,667,0,0,13
Sonoma,5/26/20,5,20,25,871,2,4,59
Tehama,5/26/20,0,1,1,106,0,0,2
Nevada,5/26/20,1,3,4,129,1,2,6
Lake,5/26/20,0,1,1,110,0,0,0
San Luis Obispo,5/26/20,2,2,4,447,1,0,28
Riverside,5/26/20,207,102,309,3959,68,22,173
Santa Clara,5/26/20,33,20,53,3318,14,12,195
Marin,5/26/20,2,3,5,390,1,5,8
San Francisco,5/26/20,40,47,87,2619,20,14,95
Sacramento,5/26/20,9,9,18,2376,4,26,98
Mendocino,5/26/20,3,1,4,180,1,0,4
Modoc,5/26/20,0,1,1,41,0,0,
El Dorado,5/26/20,0,2,2,199,0,2,8
Monterey,5/26/20,11,1,12,811,3,1,105
Humboldt,5/26/20,5,5,10,352,1,1,3
Del Norte,5/26/20,0,1,1,51,0,0,2
Santa Cruz,5/26/20,4,1,5,397,1,0,14
Stanislaus,5/26/20,18,14,32,1369,7,5,85
Kern,5/26/20,59,7,66,1724,24,0,82
Lassen,5/26/20,0,1,1,25,0,0,
Santa Barbara,5/26/20,18,5,23,717,8,2,84
Orange,5/26/20,301,117,418,6993,119,18,439
Contra Costa,5/26/20,13,36,49,1628,6,14,115
Colusa,5/26/20,0,0,0,88,0,0,6
Placer,5/26/20,6,21,27,753,3,5,43
San Diego,5/26/20,325,58,383,6167,145,8,375
Fresno,5/26/20,69,29,98,2141,20,2,96
Plumas,5/26/20,0,0,0,45,0,0,
Tehama,5/27/20,0,0,0,106,0,0,3
Yuba,5/27/20,1,0,1,445,0,0,12
Mariposa,5/27/20,0,2,2,30,0,0,
Trinity,5/27/20,0,2,2,54,0,0,
Kern,5/27/20,63,5,68,1727,28,0,72
Butte,5/27/20,6,1,7,448,3,0,21
Monterey,5/27/20,11,0,11,811,3,0,100
Marin,5/27/20,1,1,2,390,1,0,10
Sutter,5/27/20,0,0,0,14,0,0,
Merced,5/27/20,6,2,8,242,4,0,3
Placer,5/27/20,6,14,20,753,3,1,45
San Mateo,5/27/20,33,8,41,1096,16,3,46
Tuolumne,5/27/20,0,0,0,151,0,0,0
Nevada,5/27/20,1,3,4,122,1,2,6
Lassen,5/27/20,0,1,1,25,0,0,
Orange,5/27/20,307,111,418,6993,125,19,403
Riverside,5/27/20,199,114,313,4005,66,21,131
San Diego,5/27/20,329,79,408,6215,144,12,315
Los Angeles,5/27/20,1462,628,2090,23626,464,90,1275
San Francisco,5/27/20,40,42,82,2619,18,9,98
Sacramento,5/27/20,8,21,29,2401,6,3,87
Sonoma,5/27/20,9,22,31,871,3,2,51
San Joaquin,5/27/20,14,23,37,1366,7,4,21
San Luis Obispo,5/27/20,2,4,6,464,2,1,22
Ventura,5/27/20,28,24,52,1349,10,10,40
Santa Clara,5/27/20,28,24,52,3318,12,3,188
Glenn,5/27/20,0,0,0,47,0,0,
Solano,5/27/20,20,14,34,707,8,2,41
Amador,5/27/20,0,0,0,51,0,0,3
Santa Barbara,5/27/20,22,5,27,717,9,2,94
Santa Cruz,5/27/20,3,0,3,397,1,0,15
Inyo,5/27/20,0,0,0,42,0,0,4
Calaveras,5/27/20,0,0,0,50,0,0,11
San Bernardino,5/27/20,159,101,260,4821,54,19,222
Shasta,5/27/20,0,0,0,667,0,0,15
El Dorado,5/27/20,1,2,3,199,1,2,7
Contra Costa,5/27/20,11,30,41,1628,7,6,115
Del Norte,5/27/20,0,0,0,51,0,0,4
Kings,5/27/20,23,1,24,199,7,0,0
Modoc,5/27/20,0,0,0,41,0,0,
Plumas,5/27/20,0,0,0,45,0,0,
Fresno,5/27/20,71,44,115,2143,19,4,93
Imperial,5/27/20,67,17,84,210,14,0,13
Yolo,5/27/20,0,0,0,186,0,0,3
Napa,5/27/20,1,1,2,387,1,0,2
San Benito,5/27/20,1,0,1,25,0,0,1
Siskiyou,5/27/20,0,3,3,65,0,1,5
Mono,5/27/20,0,0,0,17,0,0,2
Humboldt,5/27/20,5,4,9,352,1,0,3
Stanislaus,5/27/20,17,8,25,1369,6,3,89
Alameda,5/27/20,95,69,164,2968,37,10,128
Madera,5/27/20,2,2,4,528,0,0,24
Mendocino,5/27/20,3,1,4,180,1,1,3
Lake,5/27/20,0,0,0,110,0,0,0
Tulare,5/27/20,36,5,41,920,10,3,13
Colusa,5/27/20,0,0,0,88,0,0,6
San Francisco,5/28/20,49,42,91,2619,20,9,83
San Bernardino,5/28/20,156,87,243,4821,53,17,186
Lassen,5/28/20,0,1,1,25,0,0,
San Benito,5/28/20,0,0,0,25,0,0,0
Kern,5/28/20,58,8,66,1744,25,0,77
Santa Clara,5/28/20,26,14,40,3318,13,2,180
Monterey,5/28/20,11,0,11,811,3,0,101
Contra Costa,5/28/20,13,38,51,1628,7,7,103
Modoc,5/28/20,0,0,0,41,0,0,
Riverside,5/28/20,202,99,301,4000,62,23,134
Trinity,5/28/20,0,3,3,54,0,0,
Butte,5/28/20,5,1,6,448,3,0,22
Glenn,5/28/20,0,0,0,47,0,0,
Siskiyou,5/28/20,0,0,0,65,0,0,6
Tehama,5/28/20,0,0,0,106,0,0,4
El Dorado,5/28/20,1,5,6,199,1,5,8
Fresno,5/28/20,68,39,107,2131,16,2,82
San Luis Obispo,5/28/20,2,0,2,475,2,0,24
Yolo,5/28/20,0,0,0,186,0,0,8
San Joaquin,5/28/20,15,25,40,1366,5,5,16
Kings,5/28/20,25,0,25,199,7,0,2
Nevada,5/28/20,1,2,3,128,1,1,5
Shasta,5/28/20,0,0,0,667,0,0,9
Mendocino,5/28/20,3,0,3,180,1,0,4
Plumas,5/28/20,0,0,0,45,0,0,
Yuba,5/28/20,1,0,1,445,0,0,11
Tulare,5/28/20,37,2,39,920,10,1,8
Napa,5/28/20,1,1,2,387,1,0,1
Madera,5/28/20,1,0,1,528,0,0,25
Los Angeles,5/28/20,1415,639,2054,23608,458,112,1275
San Diego,5/28/20,313,70,383,6238,137,16,317
Lake,5/28/20,0,1,1,110,0,0,0
Imperial,5/28/20,61,7,68,199,19,1,10
Sonoma,5/28/20,8,30,38,871,2,2,46
Solano,5/28/20,19,16,35,707,8,0,40
Tuolumne,5/28/20,0,0,0,151,0,0,2
Colusa,5/28/20,0,0,0,88,0,0,6
Amador,5/28/20,0,1,1,51,0,0,4
Stanislaus,5/28/20,15,8,23,1369,6,1,78
Humboldt,5/28/20,5,4,9,352,1,0,5
Sutter,5/28/20,0,0,0,14,0,0,
Inyo,5/28/20,0,0,0,42,0,0,4
San Mateo,5/28/20,39,10,49,1096,17,1,44
Alameda,5/28/20,96,57,153,2968,44,13,106
Del Norte,5/28/20,0,0,0,51,0,0,4
Santa Cruz,5/28/20,3,0,3,397,1,0,13
Ventura,5/28/20,28,19,47,1353,10,9,54
Merced,5/28/20,6,2,8,242,4,0,4
Mariposa,5/28/20,0,2,2,30,0,0,
Calaveras,5/28/20,1,0,1,50,1,0,10
Placer,5/28/20,5,18,23,753,3,3,33
Santa Barbara,5/28/20,19,7,26,717,9,3,74
Sacramento,5/28/20,14,27,41,2395,8,4,95
Mono,5/28/20,0,0,0,40,0,0,2
Marin,5/28/20,3,7,10,390,1,0,14
Orange,5/28/20,291,106,397,6993,119,13,403
San Diego,5/29/20,300,58,358,6192,138,16,291
Alameda,5/29/20,102,77,179,2968,42,12,118
Colusa,5/29/20,0,0,0,88,0,0,6
Los Angeles,5/29/20,1402,570,1972,23642,446,103,1258
Butte,5/29/20,6,0,6,448,2,0,18
Sonoma,5/29/20,7,37,44,871,2,6,51
Imperial,5/29/20,60,4,64,192,17,1,11
Amador,5/29/20,0,0,0,51,0,0,3
Kings,5/29/20,27,1,28,199,7,0,2
Lake,5/29/20,0,1,1,110,0,0,0
Trinity,5/29/20,0,0,0,54,0,0,
Santa Barbara,5/29/20,16,11,27,717,8,4,76
Placer,5/29/20,8,15,23,753,4,1,35
Lassen,5/29/20,0,1,1,25,0,0,
Stanislaus,5/29/20,13,11,24,1370,7,2,75
Mariposa,5/29/20,0,2,2,30,0,0,
Kern,5/29/20,54,16,70,1741,28,1,70
Mendocino,5/29/20,2,0,2,180,1,0,3
Contra Costa,5/29/20,15,35,50,1628,8,3,101
Sacramento,5/29/20,14,23,37,2416,8,9,84
El Dorado,5/29/20,1,5,6,199,1,3,8
Glenn,5/29/20,0,0,0,47,0,0,
Ventura,5/29/20,31,16,47,1352,10,6,47
Plumas,5/29/20,0,1,1,45,0,0,
Orange,5/29/20,262,62,324,6993,100,8,409
Inyo,5/29/20,0,0,0,42,0,0,3
San Luis Obispo,5/29/20,3,5,8,469,3,3,13
Monterey,5/29/20,10,1,11,811,3,0,116
Sutter,5/29/20,0,0,0,14,0,0,
Del Norte,5/29/20,0,0,0,51,0,0,3
Merced,5/29/20,6,7,13,242,4,1,5
San Mateo,5/29/20,37,8,45,1096,14,1,47
Napa,5/29/20,0,0,0,387,1,0,4
Fresno,5/29/20,63,44,107,2145,17,5,86
Solano,5/29/20,20,11,31,707,8,2,38
Santa Cruz,5/29/20,3,9,12,397,1,0,18
Marin,5/29/20,4,6,10,390,1,1,19
Madera,5/29/20,0,0,0,528,0,0,22
Calaveras,5/29/20,1,1,2,50,1,1,9
Nevada,5/29/20,0,2,2,130,0,0,8
Tuolumne,5/29/20,0,0,0,151,0,0,2
Yuba,5/29/20,1,0,1,445,0,0,11
Humboldt,5/29/20,5,8,13,352,0,0,7
Mono,5/29/20,0,0,0,40,0,0,2
Tulare,5/29/20,37,3,40,920,11,2,17
Siskiyou,5/29/20,1,0,1,65,0,0,5
Riverside,5/29/20,191,79,270,3994,62,14,128
San Benito,5/29/20,0,0,0,25,0,0,1
San Joaquin,5/29/20,17,24,41,1366,5,6,17
San Bernardino,5/29/20,134,95,229,4821,50,13,164
Tehama,5/29/20,0,0,0,106,0,0,1
Yolo,5/29/20,0,0,0,186,0,0,5
Santa Clara,5/29/20,26,22,48,3318,13,1,182
Modoc,5/29/20,0,0,0,41,0,0,
San Francisco,5/29/20,49,16,65,2619,19,6,88
Shasta,5/29/20,0,0,0,667,0,0,9
San Francisco,5/30/20,47,17,64,2619,19,6,78
Glenn,5/30/20,0,0,0,47,0,0,
San Bernardino,5/30/20,130,95,225,4821,52,12,203
El Dorado,5/30/20,1,6,7,199,1,6,8
Shasta,5/30/20,1,0,1,667,1,0,10
Mendocino,5/30/20,2,0,2,180,1,0,4
Lake,5/30/20,0,0,0,110,0,0,0
Sacramento,5/30/20,14,23,37,2402,8,9,86
Stanislaus,5/30/20,14,8,22,1369,9,1,77
Lassen,5/30/20,0,1,1,25,0,0,
Butte,5/30/20,6,0,6,448,2,0,24
Alameda,5/30/20,105,41,146,2968,38,12,126
San Joaquin,5/30/20,19,23,42,1366,6,8,15
Santa Cruz,5/30/20,3,9,12,397,1,0,18
Del Norte,5/30/20,0,0,0,51,0,0,3
Monterey,5/30/20,11,0,11,811,3,0,95
Contra Costa,5/30/20,14,32,46,1628,7,4,97
Yolo,5/30/20,0,0,0,186,0,0,3
Kings,5/30/20,27,1,28,199,9,0,0
Calaveras,5/30/20,1,1,2,50,1,1,9
Marin,5/30/20,3,5,8,390,1,0,18
Modoc,5/30/20,0,0,0,41,0,0,
Kern,5/30/20,55,21,76,1564,29,2,72
Inyo,5/30/20,0,0,0,42,0,0,3
Amador,5/30/20,0,0,0,51,0,0,4
Santa Clara,5/30/20,29,17,46,3318,11,0,175
Santa Barbara,5/30/20,18,8,26,717,7,3,90
Tehama,5/30/20,0,0,0,106,0,0,8
Sutter,5/30/20,0,0,0,14,0,0,
Los Angeles,5/30/20,1357,577,1934,23636,440,100,1288
Nevada,5/30/20,0,1,1,126,0,0,8
Yuba,5/30/20,1,0,1,445,0,0,12
Imperial,5/30/20,73,8,81,217,22,0,6
Trinity,5/30/20,0,0,0,54,0,0,
Riverside,5/30/20,185,84,269,3954,61,15,133
San Benito,5/30/20,0,0,0,25,0,0,2
Tuolumne,5/30/20,0,0,0,151,0,0,4
San Luis Obispo,5/30/20,3,2,5,464,3,0,13
Siskiyou,5/30/20,0,0,0,65,0,1,2
Plumas,5/30/20,0,1,1,45,0,0,
Colusa,5/30/20,0,0,0,88,0,0,6
Ventura,5/30/20,26,20,46,1332,11,12,42
Mariposa,5/30/20,0,2,2,30,0,0,
Placer,5/30/20,6,16,22,753,4,0,42
Fresno,5/30/20,70,48,118,2147,17,2,89
San Mateo,5/30/20,44,13,57,1096,13,2,51
Tulare,5/30/20,37,2,39,920,12,2,19
Orange,5/30/20,291,131,422,6993,122,26,396
Solano,5/30/20,18,11,29,707,7,2,39
San Diego,5/30/20,311,86,397,6197,144,17,302
Napa,5/30/20,0,4,4,387,0,2,1
Mono,5/30/20,0,0,0,40,0,0,2
Merced,5/30/20,7,7,14,242,3,1,4
Sonoma,5/30/20,5,56,61,871,2,10,46
Humboldt,5/30/20,5,12,17,352,0,1,4
Madera,5/30/20,1,2,3,528,0,0,17
Mono,5/31/20,0,0,0,40,0,0,2
Kings,5/31/20,28,2,30,199,10,0,0
Calaveras,5/31/20,1,0,1,50,1,0,9
Plumas,5/31/20,0,1,1,45,0,0,
Tuolumne,5/31/20,0,0,0,151,0,0,3
Placer,5/31/20,9,9,18,753,2,1,39
San Bernardino,5/31/20,136,73,209,4821,53,10,205
Colusa,5/31/20,0,1,1,88,0,0,6
Tehama,5/31/20,0,0,0,106,0,0,7
Merced,5/31/20,6,5,11,242,3,1,5
San Mateo,5/31/20,46,10,56,1096,26,1,39
Solano,5/31/20,19,10,29,707,5,1,38
Fresno,5/31/20,68,52,120,2138,18,10,83
Yolo,5/31/20,0,0,0,186,0,0,3
Stanislaus,5/31/20,16,17,33,1369,6,2,85
Shasta,5/31/20,1,0,1,667,1,0,11
El Dorado,5/31/20,1,6,7,199,1,3,4
Contra Costa,5/31/20,11,32,43,1628,6,6,94
San Benito,5/31/20,0,0,0,25,0,0,2
Santa Cruz,5/31/20,3,10,13,397,1,0,18
Santa Clara,5/31/20,25,13,38,3318,9,2,196
Kern,5/31/20,59,16,75,1732,30,2,64
Orange,5/31/20,283,124,407,6993,120,22,408
Los Angeles,5/31/20,1389,519,1908,23606,416,95,1316
Monterey,5/31/20,9,0,9,811,4,0,98
Lassen,5/31/20,0,1,1,25,0,0,
Glenn,5/31/20,0,0,0,47,0,0,
Del Norte,5/31/20,0,1,1,51,0,1,4
Imperial,5/31/20,73,7,80,217,22,0,6
Siskiyou,5/31/20,0,0,0,65,0,1,1
San Francisco,5/31/20,50,19,69,2619,22,4,91
Tulare,5/31/20,35,1,36,920,12,1,13
Santa Barbara,5/31/20,22,4,26,717,7,2,89
Lake,5/31/20,1,0,1,110,0,0,0
Sutter,5/31/20,0,0,0,14,0,0,
Mendocino,5/31/20,1,0,1,180,1,0,2
San Joaquin,5/31/20,18,27,45,1366,6,8,18
Ventura,5/31/20,25,21,46,1329,11,5,40
Humboldt,5/31/20,4,6,10,352,0,0,8
Riverside,5/31/20,195,99,294,3954,62,15,141
Butte,5/31/20,5,0,5,448,2,0,22
Yuba,5/31/20,1,0,1,445,0,0,12
Napa,5/31/20,0,2,2,387,0,0,11
Trinity,5/31/20,0,1,1,54,0,0,
Sacramento,5/31/20,16,18,34,2393,7,2,94
Mariposa,5/31/20,0,0,0,30,0,0,
Sonoma,5/31/20,5,44,49,871,2,8,48
Madera,5/31/20,2,2,4,528,1,0,23
Marin,5/31/20,2,6,8,390,1,0,17
Amador,5/31/20,0,0,0,51,0,0,0
Nevada,5/31/20,0,0,0,127,0,0,3
Inyo,5/31/20,0,0,0,42,0,0,4
Modoc,5/31/20,0,0,0,41,0,0,
San Diego,5/31/20,306,92,398,6120,145,8,327
San Luis Obispo,5/31/20,3,1,4,455,3,1,20
Alameda,5/31/20,99,33,132,2968,37,8,131
Orange,6/1/20,292,113,405,6993,121,20,430
Alameda,6/1/20,97,51,148,2968,37,9,134
Fresno,6/1/20,68,54,122,2142,17,6,393
San Diego,6/1/20,314,83,397,6121,150,16,317
Stanislaus,6/1/20,22,11,33,1369,7,1,79
Sacramento,6/1/20,14,18,32,2409,8,5,103
Lassen,6/1/20,0,1,1,25,0,0,
San Luis Obispo,6/1/20,3,3,6,454,3,0,22
Tulare,6/1/20,34,1,35,920,11,1,14
Butte,6/1/20,4,0,4,448,1,1,17
Marin,6/1/20,2,3,5,390,0,1,22
Riverside,6/1/20,203,104,307,3969,62,14,148
Yolo,6/1/20,0,0,0,186,0,0,4
Ventura,6/1/20,24,21,45,1317,8,5,36
Yuba,6/1/20,1,0,1,445,0,0,14
Trinity,6/1/20,0,1,1,54,0,0,
Kings,6/1/20,26,2,28,199,8,0,2
Shasta,6/1/20,1,0,1,667,1,0,8
Sutter,6/1/20,0,0,0,14,0,0,
Mendocino,6/1/20,0,1,1,180,1,1,2
Plumas,6/1/20,0,0,0,45,0,0,
Kern,6/1/20,63,14,77,1722,30,3,69
San Mateo,6/1/20,40,6,46,1096,11,0,42
Calaveras,6/1/20,1,0,1,50,1,0,9
Sonoma,6/1/20,5,62,67,871,2,5,50
Santa Clara,6/1/20,26,14,40,3318,9,2,192
Madera,6/1/20,2,1,3,528,1,0,22
San Bernardino,6/1/20,148,69,217,4821,62,17,186
San Joaquin,6/1/20,23,25,48,1366,8,8,26
Santa Cruz,6/1/20,3,1,4,397,2,1,18
Napa,6/1/20,0,2,2,387,0,0,6
Lake,6/1/20,1,1,2,110,0,1,2
Mono,6/1/20,0,0,0,40,0,0,2
Placer,6/1/20,9,8,17,753,2,1,38
Solano,6/1/20,20,17,37,707,5,4,41
Tuolumne,6/1/20,0,0,0,151,0,0,0
Siskiyou,6/1/20,0,3,3,65,0,1,5
Tehama,6/1/20,0,0,0,106,0,0,3
Los Angeles,6/1/20,1422,596,2018,23614,425,105,1305
San Benito,6/1/20,0,0,0,25,0,0,3
Mariposa,6/1/20,0,0,0,30,0,0,
Imperial,6/1/20,68,3,71,193,20,1,8
Humboldt,6/1/20,4,6,10,352,0,0,7
Del Norte,6/1/20,0,0,0,51,0,0,4
Amador,6/1/20,0,0,0,51,0,0,4
Merced,6/1/20,5,3,8,242,3,0,5
San Francisco,6/1/20,45,29,74,2619,18,2,85
Glenn,6/1/20,0,0,0,47,0,0,
Colusa,6/1/20,0,1,1,88,0,0,6
Modoc,6/1/20,0,0,0,41,0,0,
Inyo,6/1/20,0,0,0,42,0,0,4
Santa Barbara,6/1/20,25,4,29,717,7,3,80
Contra Costa,6/1/20,13,17,30,1628,8,5,100
El Dorado,6/1/20,1,5,6,199,1,3,8
Monterey,6/1/20,9,0,9,811,4,0,100
Nevada,6/1/20,0,1,1,131,0,0,6
San Francisco,6/2/20,43,28,71,2647,18,8,76
San Luis Obispo,6/2/20,2,2,4,460,2,0,23
Sacramento,6/2/20,17,25,42,2405,9,10,78
Ventura,6/2/20,25,21,46,1343,10,9,34
San Joaquin,6/2/20,25,27,52,1366,9,6,20
Santa Clara,6/2/20,26,23,49,3318,10,7,177
Monterey,6/2/20,12,0,12,811,4,0,98
Mariposa,6/2/20,0,0,0,30,0,0,
Trinity,6/2/20,0,2,2,54,0,0,
Del Norte,6/2/20,0,0,0,51,0,0,2
Humboldt,6/2/20,3,6,9,352,0,0,7
Orange,6/2/20,306,92,398,6993,130,18,388
Amador,6/2/20,0,0,0,51,0,0,3
Lassen,6/2/20,0,1,1,25,0,0,
Shasta,6/2/20,1,0,1,667,1,0,6
Calaveras,6/2/20,1,0,1,50,1,0,8
San Mateo,6/2/20,42,17,59,1096,17,1,31
Fresno,6/2/20,64,37,101,2126,16,2,90
Tulare,6/2/20,32,2,34,920,10,2,25
Butte,6/2/20,4,2,6,448,1,0,15
Tuolumne,6/2/20,0,0,0,151,0,0,1
Mono,6/2/20,0,0,0,40,0,0,2
Alameda,6/2/20,92,68,160,2968,33,5,131
Riverside,6/2/20,211,94,305,3979,66,14,127
Imperial,6/2/20,66,1,67,237,18,0,8
Siskiyou,6/2/20,0,3,3,65,0,1,5
Santa Cruz,6/2/20,2,3,5,397,1,0,16
Placer,6/2/20,9,18,27,753,2,2,38
Madera,6/2/20,6,4,10,528,2,0,19
Solano,6/2/20,16,16,32,707,4,5,41
Contra Costa,6/2/20,15,41,56,1628,8,12,94
Glenn,6/2/20,0,0,0,47,0,0,
Sonoma,6/2/20,3,69,72,871,2,5,52
San Diego,6/2/20,297,72,369,6143,142,16,301
Kings,6/2/20,31,1,32,199,8,0,6
Merced,6/2/20,4,2,6,242,3,0,2
El Dorado,6/2/20,1,7,8,199,1,5,2
Modoc,6/2/20,0,0,0,41,0,0,
Santa Barbara,6/2/20,25,3,28,717,8,1,84
Colusa,6/2/20,0,1,1,88,0,1,5
Mendocino,6/2/20,1,0,1,180,1,0,4
Yolo,6/2/20,0,0,0,186,0,0,2
San Benito,6/2/20,0,0,0,25,0,0,2
Nevada,6/2/20,0,1,1,135,0,0,7
Lake,6/2/20,1,1,2,110,0,0,0
Marin,6/2/20,1,10,11,390,0,2,17
San Bernardino,6/2/20,156,70,226,4821,63,13,189
Napa,6/2/20,0,2,2,387,0,0,6
Plumas,6/2/20,0,0,0,45,0,0,
Tehama,6/2/20,0,0,0,106,0,0,4
Inyo,6/2/20,0,0,0,42,0,0,4
Yuba,6/2/20,1,0,1,445,0,0,15
Sutter,6/2/20,0,0,0,14,0,0,
Los Angeles,6/2/20,1457,570,2027,23620,439,85,1276
Kern,6/2/20,67,15,82,1732,33,1,67
Stanislaus,6/2/20,25,11,36,1374,7,3,68
Kern,6/3/20,66,9,75,1759,35,1,74
Imperial,6/3/20,69,4,73,237,17,0,6
Orange,6/3/20,296,80,376,6993,124,10,387
Ventura,6/3/20,24,19,43,1337,9,4,34
Colusa,6/3/20,0,0,0,88,0,0,6
Humboldt,6/3/20,1,5,6,352,0,0,7
Sutter,6/3/20,0,0,0,14,0,0,
Amador,6/3/20,0,0,0,51,0,0,2
Inyo,6/3/20,0,0,0,42,0,0,4
Lassen,6/3/20,0,1,1,25,0,0,
Nevada,6/3/20,0,0,0,131,0,0,6
Marin,6/3/20,1,10,11,390,0,3,19
Trinity,6/3/20,0,2,2,54,0,0,
San Bernardino,6/3/20,157,75,232,4821,67,18,178
Los Angeles,6/3/20,1488,502,1990,23607,435,78,1239
Siskiyou,6/3/20,0,1,1,65,0,1,6
Solano,6/3/20,10,13,23,707,4,1,48
Mariposa,6/3/20,0,0,0,30,0,0,
San Francisco,6/3/20,37,34,71,2647,17,4,80
Santa Barbara,6/3/20,21,4,25,717,9,1,79
Fresno,6/3/20,59,38,97,2126,16,3,88
Madera,6/3/20,0,0,0,528,1,0,19
Alameda,6/3/20,89,80,169,2968,32,6,144
San Joaquin,6/3/20,28,32,60,1366,10,5,21
Tulare,6/3/20,37,2,39,920,8,0,6
Merced,6/3/20,3,1,4,242,3,0,2
Sacramento,6/3/20,19,33,52,2418,12,6,94
Mono,6/3/20,0,0,0,40,0,0,1
Glenn,6/3/20,0,0,0,47,0,0,
San Mateo,6/3/20,43,23,66,1101,15,6,36
Del Norte,6/3/20,0,0,0,51,0,0,0
San Diego,6/3/20,295,75,370,6214,134,24,288
Shasta,6/3/20,1,0,1,667,0,0,4
San Luis Obispo,6/3/20,2,1,3,466,2,1,21
Yuba,6/3/20,2,0,2,445,0,0,19
Lake,6/3/20,1,0,1,110,0,0,2
Yolo,6/3/20,0,0,0,186,0,0,3
Santa Cruz,6/3/20,2,1,3,397,1,0,12
Tehama,6/3/20,0,0,0,106,0,0,5
Stanislaus,6/3/20,27,14,41,1369,6,2,75
Calaveras,6/3/20,1,0,1,50,1,0,8
Tuolumne,6/3/20,0,0,0,151,0,0,0
Monterey,6/3/20,12,0,12,811,4,0,96
Kings,6/3/20,32,0,32,199,7,0,2
San Benito,6/3/20,0,0,0,25,0,0,2
Modoc,6/3/20,0,0,0,41,0,0,
Placer,6/3/20,11,23,34,753,2,2,41
Plumas,6/3/20,0,0,0,45,0,0,
Mendocino,6/3/20,1,0,1,180,1,0,3
Napa,6/3/20,0,2,2,387,0,0,5
Santa Clara,6/3/20,30,27,57,3318,8,6,184
Butte,6/3/20,4,0,4,448,0,0,22
Riverside,6/3/20,221,101,322,4001,71,14,137
Contra Costa,6/3/20,15,52,67,1628,4,12,101
El Dorado,6/3/20,1,6,7,199,1,5,10
Sonoma,6/3/20,3,76,79,871,2,8,50
Yolo,6/4/20,0,0,0,186,0,0,0
Mendocino,6/4/20,1,0,1,180,1,1,2
Alameda,6/4/20,82,92,174,2968,32,9,157
Mono,6/4/20,0,0,0,40,0,0,2
Kings,6/4/20,33,0,33,199,7,0,3
Contra Costa,6/4/20,18,70,88,1628,7,10,101
Stanislaus,6/4/20,29,16,45,1369,7,3,78
Ventura,6/4/20,27,23,50,1333,7,5,34
Del Norte,6/4/20,0,0,0,51,0,0,1
San Luis Obispo,6/4/20,2,0,2,464,2,0,23
Shasta,6/4/20,2,0,2,667,0,0,5
Lake,6/4/20,2,2,4,110,0,1,1
Yuba,6/4/20,3,0,3,445,1,0,14
Amador,6/4/20,0,0,0,51,0,0,2
Siskiyou,6/4/20,0,1,1,65,0,0,5
Tuolumne,6/4/20,1,0,1,151,0,0,0
Mariposa,6/4/20,0,0,0,30,0,0,
Tulare,6/4/20,39,2,41,920,9,1,3
Orange,6/4/20,300,110,410,6993,123,18,393
Placer,6/4/20,11,35,46,753,2,3,47
Kern,6/4/20,62,14,76,1756,34,1,78
Los Angeles,6/4/20,1462,586,2048,23715,453,99,1249
Santa Cruz,6/4/20,2,3,5,397,1,0,16
Nevada,6/4/20,0,0,0,125,0,0,5
Sonoma,6/4/20,4,54,58,871,2,7,51
Santa Clara,6/4/20,37,38,75,3318,14,7,176
Monterey,6/4/20,13,1,14,811,3,0,95
San Mateo,6/4/20,35,18,53,1101,11,3,48
San Benito,6/4/20,0,0,0,25,0,0,2
Riverside,6/4/20,226,91,317,4025,73,20,122
Inyo,6/4/20,0,0,0,42,0,0,2
Plumas,6/4/20,0,0,0,45,0,0,
San Bernardino,6/4/20,168,70,238,4821,66,15,169
Colusa,6/4/20,0,0,0,88,0,0,6
Imperial,6/4/20,74,3,77,237,18,0,4
Butte,6/4/20,4,0,4,448,0,0,22
Sutter,6/4/20,0,0,0,14,0,0,
San Francisco,6/4/20,41,21,62,2647,15,4,87
Napa,6/4/20,0,3,3,397,0,1,0
Fresno,6/4/20,66,35,101,2136,16,3,95
Madera,6/4/20,1,1,2,528,1,0,24
San Diego,6/4/20,297,82,379,6218,135,18,292
Lassen,6/4/20,0,1,1,25,0,0,
Santa Barbara,6/4/20,28,10,38,717,9,2,65
Trinity,6/4/20,0,1,1,54,0,0,
Tehama,6/4/20,0,0,0,106,0,0,2
